CONTENT,SPAM
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",1
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",1
Gud ni8 dear..slp well..take care..swt dreams..Muah..,0
Ic. There are a lotta childporn cars then.,0
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,0
Happy new year. Hope you are having a good semester,0
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,1
Apo all other are mokka players only,0
"Velly good, yes please!",0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",0
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,1
They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,0
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",1
I have a rather prominent bite mark on my right cheek,0
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,0
Hey i will be late ah... Meet you at 945+,0
K k:) sms chat with me.,0
Lemme know when you're here,0
I think just yourself Û_Thanks and see you tomo,0
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",0
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",0
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,0
"IÛ÷ll leave around four, ok?",0
"Aight, we'll head out in a few",0
Enjoy urself tmr...,0
Your pussy is perfect!,0
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,0
I want to see your pretty pussy...,0
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,0
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1
Just wait till end of march when el nino gets himself. Oh.,0
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0
Er yep sure. Props?,0
And maybe some pressies,0
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0
I will come to ur home now,0
I'm going out to buy mum's present ar.,0
This phone has the weirdest auto correct.,0
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0
"Not for possession, especially not first offense",0
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",0
Hey what happen de. Are you alright.,0
Finally the match heading towards draw as your prediction.,0
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,0
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,0
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,0
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1
Win a å£1000 cash prize or a prize worth å£5000,1
"Yeah, we can probably swing by once my roommate finishes up with his girl",0
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0
One small prestige problem now.,0
Send me yetty's number pls.,0
Dont show yourself. How far. Put new pictures up on facebook.,0
No..he joined today itself.,0
Okie,0
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0
Convey my regards to him,0
Unlimited texts. Limited minutes.,0
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0
"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",1
Hahaha..use your brain dear,0
Hey. You got any mail?,0
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1
"Sorry, I can't help you on this.",0
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0
I love your ass! Do you enjoy doggy style? :),0
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",0
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",0
He didn't see his shadow. We get an early spring yay,0
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0
Went to ganesh dress shop,0
Have you always been saying welp?,0
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0
Lol that's different. I don't go trying to find every real life photo you ever took.,0
Ok lor thanx... ÌÏ in school?,0
I am in hospital da. . I will return home in evening,0
 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,0
Nice.nice.how is it working?,0
I've reached sch already...,0
U coming 2 pick me?,0
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",0
Watching tv now. I got new job :),0
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,0
"Alright omw, gotta change my order to a half8th",0
I'm aight. Wat's happening on your side.,0
Wish i were with you now!,0
Please attend the phone:),0
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0
Ok. She'll be ok. I guess,0
I dont have that much image in class.,0
WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,1
"Aight, I'm chillin in a friend's room so text me when you're on the way",0
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0
"I'm back, lemme know when you're ready",0
Prakesh is there know.,0
I'm glad. You are following your dreams.,0
Hi msg me:)i'm in office..,0
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,0
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0
Can... I'm free...,0
Jus ans me lar. U'll noe later.,0
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,1
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,0
I'll text you when I drop x off,0
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1
So are you guys asking that i get that slippers again or its gone with last year,0
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0
Tiwary to rcb.battle between bang and kochi.,0
Watching telugu movie..wat abt u?,0
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,0
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),0
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",0
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",0
Filthy stories and GIRLS waiting for your,1
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0
After the drug she will be able to eat.,0
Gud ni8 dear..slp well..take care..swt dreams..Muah..,0
I am great! How are you?,0
Cramps stopped. Going back to sleep,0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0
Yar but they say got some error.,0
Fuck cedar key and fuck her (come over anyway tho),0
Ok. I only ask abt e movie. U wan ktv oso?,0
